,SBD,B365D,SBH,LBA,BWD,GBAH,BWH,WHD,LBAHA,B365AHA,GBH,GBD,B365AH,WHA,GBA,IWH,B365H,WHH,LBH,IWA,LBD,GB>2.5,IWD,LBAHH,GB<2.5,B365A,B365AHH,SBA,B365<2.5,GBAHH,GBAHA,LBAH,BWA,B365>2.5,idGame,nWeekHome,nWeekAway,Date,year,IdHomeTeam,IdAwayTeam
235,3.2,3.2,3.2,2.1,3.2,0.25,3.45,3.1,1.92,1.95,3.1,3.2,0.25,2.15,2.25,3.1,3.1,3.0,3.0,2.1,3.2,2.0,3.0,1.92,1.71,2.25,1.95,2.2,1.6,1.9,1.9,0.25,2.0,2.3,Crystal Palace_Tottenham_2004,24,24,2005-01-22,2004,12,34
236,3.25,3.3,1.83,4.33,3.2,-0.5,1.85,3.25,1.88,1.925,1.85,3.3,-0.5,3.8,4.25,1.8,1.83,1.8,1.73,3.8,3.2,2.0,3.1,1.96,1.71,4.33,1.975,4.33,1.6,1.85,1.86,-0.5,4.0,2.3,Everton_Charlton_2004,24,24,2005-01-22,2004,14,10
237,3.25,3.1,1.91,3.75,3.1,-0.5,1.95,3.2,1.84,1.875,1.95,3.25,-0.5,3.5,3.9,1.9,1.9,1.9,1.8,3.5,3.25,1.95,3.1,2.0,1.75,4.33,2.025,4.0,1.7,1.95,1.77,-0.5,3.75,2.1,Birmingham_Fulham_2004,24,24,2005-01-22,2004,2,15
238,4.0,4.0,1.44,6.5,3.6,-1.0,1.45,3.5,2.0,2.025,1.45,3.85,-1.0,8.0,8.0,1.4,1.44,1.4,1.44,6.0,3.6,1.65,3.9,1.84,2.05,7.5,1.875,7.5,2.0,1.8,2.0,-1.0,7.5,1.8,Arsenal_Newcastle_2004,24,24,2005-01-23,2004,0,24
239,3.2,3.1,2.25,2.8,3.1,-0.25,2.15,3.0,1.82,1.825,2.3,3.2,-0.25,2.87,3.0,2.2,2.3,2.25,2.2,3.0,3.2,1.95,2.9,2.02,1.75,3.1,2.075,3.1,1.65,2.02,1.78,-0.25,3.2,2.2,Blackburn_Bolton_2004,24,24,2005-01-24,2004,3,5
240,3.2,3.2,2.3,2.8,3.1,-0.25,2.2,3.1,1.86,1.95,2.3,3.2,-0.25,2.8,3.05,2.2,2.2,2.25,2.2,2.9,3.2,2.05,3.0,1.98,1.65,3.25,1.95,3.0,1.7,2.0,1.8,-0.25,3.1,2.1,West Brom_Crystal Palace_2004,25,25,2005-02-01,2004,36,12
241,3.25,3.2,2.8,2.38,3.1,0.0,2.9,3.2,1.74,1.75,2.75,3.25,0.0,2.3,2.45,2.4,2.87,2.62,2.75,2.6,3.0,2.05,3.0,2.1,1.65,2.4,2.15,2.4,1.65,2.05,1.75,0.0,2.3,2.2,Charlton_Liverpool_2004,25,25,2005-02-01,2004,10,20
242,3.2,3.2,2.5,2.6,3.15,0.0,2.5,3.25,2.0,2.025,2.55,3.25,0.0,2.5,2.65,2.4,2.6,2.4,2.38,2.6,3.2,2.05,3.0,1.84,1.65,2.62,1.875,2.7,1.7,1.8,2.0,0.0,2.6,2.1,Portsmouth_Middlesbrough_2004,25,25,2005-02-01,2004,26,23
243,3.2,3.1,2.25,3.0,3.2,-0.25,2.0,3.0,1.8,1.825,2.45,3.25,-0.25,3.0,3.5,2.2,2.25,2.2,2.1,2.9,3.2,2.05,3.0,2.04,1.65,3.2,2.075,3.1,1.6,2.0,1.8,-0.25,3.45,2.3,Arsenal_Man United_2004,25,25,2005-02-01,2004,0,22
244,3.2,3.25,2.3,3.0,3.2,-0.25,2.4,3.2,1.94,2.0,2.4,3.2,-0.25,2.75,2.85,2.2,2.37,2.25,2.1,2.9,3.2,2.05,3.0,1.9,1.65,2.87,1.9,3.0,1.55,1.9,1.9,-0.25,2.7,2.4,Bolton_Tottenham_2004,25,25,2005-02-01,2004,5,34
245,3.4,3.1,1.85,4.0,3.3,-0.5,1.85,3.3,1.84,1.85,2.0,3.2,-0.5,3.75,3.75,1.8,1.9,1.8,1.8,3.8,3.2,2.05,3.1,2.0,1.65,4.33,2.05,4.0,1.65,2.0,1.73,-0.5,3.9,2.2,Birmingham_Southampton_2004,25,25,2005-02-02,2004,2,30
246,3.75,3.75,7.0,1.4,4.0,1.0,7.25,3.6,1.86,1.9,7.0,3.7,1.0,1.44,1.5,4.6,7.0,6.5,7.0,1.6,3.75,2.05,3.4,1.98,1.65,1.5,2.0,1.5,1.65,1.92,1.88,1.0,1.4,2.2,Blackburn_Chelsea_2004,25,25,2005-02-02,2004,3,11
247,3.6,3.4,1.53,6.0,3.4,-0.75,1.5,3.5,2.08,2.125,1.55,3.5,-0.75,5.5,7.0,1.55,1.57,1.53,1.5,4.8,3.4,2.0,3.5,1.76,1.71,7.0,1.775,6.5,1.7,1.75,2.05,-0.75,7.0,2.1,Everton_Norwich_2004,25,25,2005-02-02,2004,14,25
248,3.2,3.2,2.25,2.8,3.1,-0.25,2.3,3.1,1.8,1.825,2.3,3.2,-0.25,2.87,3.05,2.1,2.25,2.2,2.2,3.1,3.2,2.0,3.0,2.04,1.71,3.1,2.075,3.1,1.7,2.0,1.8,-0.25,2.9,2.1,Fulham_Aston Villa_2004,25,25,2005-02-02,2004,15,1
249,3.25,3.25,2.3,2.75,3.2,0.0,2.25,3.2,2.02,2.05,2.4,3.2,0.0,2.75,2.85,2.3,2.37,2.25,2.25,2.7,3.2,1.95,3.0,1.82,1.75,2.87,1.85,3.0,1.75,1.8,2.0,0.0,2.9,2.05,Man City_Newcastle_2004,25,25,2005-02-02,2004,21,24
250,3.4,3.4,1.8,4.0,3.2,-0.5,1.85,3.3,1.98,2.05,1.83,3.25,-0.5,3.75,4.35,1.8,1.8,1.8,1.8,3.8,3.2,1.95,3.1,1.86,1.75,4.5,1.85,4.33,1.7,1.83,1.86,-0.5,4.0,2.1,Newcastle_Charlton_2004,26,26,2005-02-05,2004,24,10
251,3.6,3.4,1.67,4.33,3.2,-0.75,1.8,3.3,1.84,1.9,1.7,3.45,-0.75,4.5,4.9,1.75,1.72,1.66,1.73,4.0,3.2,1.95,3.2,2.0,1.75,5.0,2.0,5.0,1.75,2.0,1.8,-0.75,4.3,2.05,Tottenham_Portsmouth_2004,26,26,2005-02-05,2004,34,26
252,3.3,3.4,1.8,4.33,3.2,-0.5,1.7,2.9,1.76,2.025,1.77,3.25,-0.5,4.5,4.85,1.8,1.8,1.8,1.73,3.8,3.2,2.0,3.1,2.08,1.71,4.5,1.875,4.5,1.65,1.77,1.95,-0.75,5.0,2.2,Middlesbrough_Blackburn_2004,26,26,2005-02-05,2004,23,3
253,3.25,3.25,2.2,2.8,3.1,-0.25,2.2,3.1,1.88,1.9,2.2,3.2,-0.25,3.1,3.2,2.2,2.3,2.1,2.2,2.9,3.2,1.95,3.0,1.96,1.75,3.0,2.0,3.1,1.66,2.0,1.8,-0.25,3.1,2.15,Norwich_West Brom_2004,26,26,2005-02-05,2004,25,36
254,3.6,3.75,1.53,6.0,3.75,-1.0,1.45,3.4,2.0,2.05,1.51,3.6,-1.0,6.0,7.0,1.5,1.5,1.5,1.53,5.0,3.25,1.85,3.7,1.84,1.85,7.0,1.85,6.5,1.66,1.85,1.95,-1.0,7.0,2.15,Liverpool_Fulham_2004,26,26,2005-02-05,2004,20,15
255,3.2,3.25,2.5,2.6,3.1,0.0,2.4,3.1,1.98,2.025,2.55,3.3,0.0,2.5,2.6,2.4,2.5,2.5,2.38,2.6,3.2,1.95,3.0,1.86,1.75,2.75,1.875,2.7,1.6,1.8,2.0,0.0,2.75,2.3,Crystal Palace_Bolton_2004,26,26,2005-02-05,2004,12,5
256,3.4,3.4,4.75,1.73,3.4,0.75,5.0,3.3,2.06,2.15,4.9,3.45,0.75,1.61,1.7,4.2,4.5,5.0,4.33,1.7,3.2,2.0,3.2,1.78,1.71,1.8,1.75,1.73,1.7,1.8,2.0,0.75,1.65,2.1,Aston Villa_Arsenal_2004,26,26,2005-02-05,2004,1,0
257,4.75,5.0,1.29,10.0,4.5,-1.5,1.3,4.5,2.02,2.05,1.3,4.5,-1.5,10.0,11.0,1.27,1.28,1.25,1.25,8.5,4.5,1.71,4.3,1.82,2.0,10.0,1.85,11.0,2.0,1.77,1.78,-1.5,9.0,1.8,Man United_Birmingham_2004,26,26,2005-02-05,2004,22,2
258,5.0,5.5,1.25,11.0,5.5,-1.5,1.2,5.0,1.76,1.975,1.27,5.0,-1.5,11.0,11.0,1.25,1.25,1.2,1.2,9.0,5.0,1.75,4.5,2.08,1.95,11.0,1.925,12.0,1.9,1.8,2.0,-1.75,12.0,1.9,Chelsea_Man City_2004,26,26,2005-02-06,2004,11,21
259,3.2,3.2,2.6,2.38,3.1,0.0,2.55,3.1,2.0,2.0,2.6,3.3,0.0,2.4,2.55,2.5,2.63,2.6,2.6,2.5,3.2,2.05,3.0,1.84,1.65,2.63,1.9,2.6,1.6,1.8,2.0,0.0,2.6,2.3,Southampton_Everton_2004,26,26,2005-02-06,2004,30,14
260,3.2,3.2,3.2,2.0,3.1,0.25,3.0,3.1,1.78,1.8,3.2,3.2,0.25,2.15,2.2,3.1,3.2,3.0,3.2,2.1,3.2,2.0,3.0,2.06,1.71,2.2,2.1,2.2,1.65,2.0,1.8,0.25,2.25,2.2,Birmingham_Liverpool_2004,27,27,2005-02-12,2004,2,20
261,3.3,3.4,1.8,3.75,3.05,-0.5,1.8,3.0,2.08,2.1,1.83,3.25,-0.5,4.0,4.5,1.8,1.8,1.83,1.8,3.8,3.25,2.0,3.1,1.76,1.71,4.5,1.8,4.5,1.67,1.83,1.89,-0.5,4.55,2.15,Blackburn_Norwich_2004,27,27,2005-02-12,2004,3,25
262,3.25,3.2,2.1,3.5,3.2,-0.25,2.1,3.1,2.02,2.05,2.2,3.2,-0.25,3.2,3.2,2.1,2.1,2.05,1.91,3.1,3.2,2.0,3.0,1.82,1.71,3.5,1.85,3.4,1.67,1.77,2.05,-0.25,3.25,2.15,Bolton_Middlesbrough_2004,27,27,2005-02-12,2004,5,23
263,3.3,3.25,4.5,1.8,3.2,0.5,5.0,3.2,2.08,2.125,4.75,3.2,0.75,1.72,1.8,4.0,4.5,4.33,4.0,1.8,3.2,2.05,3.0,1.76,1.65,1.83,1.775,1.8,1.65,1.91,1.8,0.75,1.7,2.2,Everton_Chelsea_2004,27,27,2005-02-12,2004,14,11
264,3.2,3.25,2.25,2.8,3.2,-0.25,2.25,3.2,1.82,1.85,2.25,3.2,-0.25,3.0,3.1,2.1,2.3,2.1,2.2,3.1,3.2,2.0,3.0,2.02,1.71,3.0,2.05,3.1,1.67,2.0,1.8,-0.25,2.9,2.15,Portsmouth_Aston Villa_2004,27,27,2005-02-12,2004,26,1
265,3.3,3.4,4.5,1.83,3.2,0.5,4.3,3.0,1.74,1.775,5.6,3.6,0.5,1.8,1.83,3.8,4.5,4.2,4.0,1.8,3.0,1.9,3.1,2.1,1.79,1.8,2.125,1.8,1.75,1.89,1.83,0.5,1.8,2.05,Man City_Man United_2004,27,27,2005-02-13,2004,21,22
266,5.5,5.5,1.22,10.0,5.0,-1.75,1.25,5.5,1.82,1.85,1.25,5.1,-1.75,12.0,12.0,1.25,1.22,1.16,1.25,9.0,4.5,1.55,4.5,2.02,2.25,13.0,2.05,12.0,2.2,1.95,1.85,-1.75,10.0,1.65,Arsenal_Crystal Palace_2004,27,27,2005-02-14,2004,0,12
267,3.25,3.25,2.3,3.0,3.2,-0.25,2.4,3.2,1.9,1.85,2.35,3.2,-0.25,2.8,2.95,2.2,2.3,2.2,2.1,3.0,3.2,2.1,2.9,1.94,1.66,3.0,2.05,3.0,1.65,2.0,1.8,-0.25,2.7,2.2,West Brom_Southampton_2004,27,27,2005-02-22,2004,36,30
268,3.2,3.2,2.25,2.88,3.1,-0.25,2.3,3.1,1.9,1.975,2.25,3.2,-0.25,3.0,3.1,2.1,2.25,2.15,2.25,3.1,3.0,2.15,3.0,1.94,1.6,3.1,1.925,3.1,1.65,1.9,1.9,-0.25,2.9,2.2,Aston Villa_Everton_2004,28,28,2005-02-26,2004,1,14
269,3.2,3.2,2.5,2.75,3.05,0.0,2.5,3.1,1.94,1.975,2.55,3.2,0.0,2.6,2.65,2.4,2.6,2.4,2.25,2.6,3.2,2.0,3.0,1.9,1.71,2.62,1.925,2.7,1.66,1.9,1.9,0.0,2.7,2.15,Crystal Palace_Birmingham_2004,28,28,2005-02-26,2004,12,2
270,5.5,5.5,1.22,11.0,5.35,-1.5,1.2,5.0,2.06,2.049,1.25,5.2,-1.5,11.0,12.0,1.2,1.22,1.2,1.2,10.0,5.0,1.65,5.0,1.78,2.05,13.0,1.85,12.0,2.05,1.8,2.0,-1.5,12.0,1.75,Man United_Portsmouth_2004,28,28,2005-02-26,2004,22,26
271,3.6,3.5,6.5,1.5,3.5,1.0,6.75,3.5,2.08,2.1,6.5,3.4,1.0,1.53,1.6,4.8,6.5,5.5,6.0,1.6,3.4,1.85,3.3,1.76,1.85,1.57,1.8,1.53,1.9,1.8,2.0,1.0,1.5,1.9,Southampton_Arsenal_2004,28,28,2005-02-26,2004,30,0
272,3.25,3.1,1.83,4.0,3.2,-0.5,1.8,3.3,2.04,2.075,1.83,3.3,-0.5,4.33,4.33,1.9,1.8,1.7,1.8,3.5,3.2,1.9,3.1,1.8,1.79,5.0,1.825,4.33,1.9,1.83,1.87,-0.5,4.3,1.9,Tottenham_Fulham_2004,27,27,2005-02-26,2004,34,15
273,3.25,3.1,1.83,3.75,3.2,-0.5,1.75,3.2,1.9,1.95,1.91,3.2,-0.5,3.5,4.2,1.85,1.9,1.9,1.8,3.6,3.25,2.0,3.1,1.94,1.71,4.33,1.95,4.33,1.65,1.91,1.82,-0.5,4.6,2.2,Middlesbrough_Charlton_2004,28,27,2005-02-27,2004,23,10
274,3.25,3.3,1.91,4.0,3.2,-0.5,1.95,3.2,1.92,1.95,2.0,3.25,-0.5,3.75,3.7,1.9,1.83,1.83,1.8,3.5,3.2,1.9,3.1,1.92,1.79,4.33,1.95,4.0,1.8,2.0,1.73,-0.5,3.6,2.0,Newcastle_Bolton_2004,27,28,2005-02-27,2004,24,5
275,3.2,3.2,2.6,2.6,3.0,0.0,2.55,3.0,,2.0,2.65,3.2,0.0,2.37,2.55,2.3,2.6,2.7,2.38,2.7,3.2,2.0,3.0,,1.71,2.62,1.899,2.6,1.66,1.9,1.9,,2.65,2.15,Norwich_Man City_2004,28,28,2005-02-28,2004,25,21
276,4.0,4.33,8.5,1.4,4.0,1.5,7.25,3.6,1.88,1.9,7.5,3.95,1.0,1.4,1.45,5.0,7.5,7.5,7.0,1.5,3.75,1.79,3.7,1.96,1.9,1.4,2.0,1.4,1.65,1.54,2.08,1.0,1.4,2.2,Norwich_Chelsea_2004,29,28,2005-03-05,2004,25,11
277,3.25,3.2,2.4,2.75,3.1,-0.25,2.45,3.1,2.1,2.15,2.5,3.2,0.0,2.75,2.75,2.4,2.4,2.3,2.25,2.6,3.2,1.75,3.0,1.74,1.95,2.87,1.75,2.8,1.6,2.05,1.7,0.0,2.7,2.3,Newcastle_Liverpool_2004,28,28,2005-03-05,2004,24,20
278,3.2,3.25,2.3,2.75,3.2,0.0,2.25,3.1,1.82,1.85,2.3,3.25,-0.25,2.75,3.0,2.3,2.3,2.3,2.25,2.7,3.2,1.71,3.0,2.02,2.0,3.0,2.05,3.0,1.65,1.65,2.15,-0.25,2.9,2.2,Fulham_Charlton_2004,28,28,2005-03-05,2004,15,10
279,3.2,3.2,2.5,2.6,3.1,0.0,2.4,3.1,1.78,1.825,2.5,3.2,-0.25,2.5,2.75,2.4,2.5,2.5,2.38,2.7,3.2,1.71,2.9,2.06,2.0,2.75,2.075,2.7,1.65,1.65,2.15,-0.25,2.75,2.2,Southampton_Tottenham_2004,29,28,2005-03-05,2004,30,34
280,3.2,3.25,2.3,2.8,3.2,0.0,2.25,3.1,1.84,1.9,2.35,3.2,-0.25,2.87,2.95,2.2,2.3,2.2,2.2,2.9,3.2,1.71,3.0,2.0,2.0,3.0,2.0,3.0,1.65,1.6,2.2,-0.25,2.9,2.2,Aston Villa_Middlesbrough_2004,29,29,2005-03-05,2004,1,23
281,4.5,4.33,1.33,9.0,4.5,-1.0,1.3,4.2,1.76,1.8,1.33,4.5,-1.25,8.5,9.5,1.33,1.36,1.3,1.29,7.5,4.33,1.95,4.0,2.08,1.75,9.0,2.1,9.0,2.0,1.8,1.95,-1.25,9.0,1.8,Arsenal_Portsmouth_2004,29,29,2005-03-05,2004,0,26
282,3.75,3.6,7.0,1.44,3.45,1.5,6.0,3.6,2.0,2.0,6.5,3.6,1.0,1.44,1.55,4.8,7.5,6.5,6.5,1.55,3.6,1.85,3.5,1.84,1.85,1.5,1.9,1.5,1.8,1.41,2.38,1.0,1.55,2.0,Crystal Palace_Man United_2004,29,29,2005-03-05,2004,12,22
283,3.4,3.4,1.7,5.0,3.2,-0.25,1.7,3.3,1.98,2.05,1.75,3.35,-0.5,4.5,4.85,1.7,1.72,1.66,1.67,4.2,3.2,1.65,3.2,1.86,2.05,5.0,1.85,5.0,1.55,1.5,2.45,-0.5,5.0,2.37,Everton_Blackburn_2004,29,28,2005-03-06,2004,14,3
284,3.2,3.2,2.6,2.62,3.1,-0.25,2.65,3.1,1.9,1.95,2.6,3.25,0.0,2.5,2.6,2.5,2.75,2.5,2.5,2.5,2.88,1.65,3.0,1.94,2.05,2.5,1.95,2.6,1.55,2.3,1.55,0.0,2.5,2.37,West Brom_Birmingham_2004,28,29,2005-03-06,2004,36,2
285,3.2,3.2,2.3,2.8,3.2,0.0,2.2,3.1,1.94,1.9,2.3,3.25,-0.25,3.1,3.0,2.0,2.25,2.1,2.2,3.2,3.2,1.71,3.1,1.9,2.0,3.1,2.0,3.0,1.6,1.55,2.3,-0.25,3.0,2.3,Man City_Bolton_2004,29,29,2005-03-07,2004,21,5
286,6.0,6.0,1.17,12.0,6.0,-0.5,1.15,5.5,1.94,2.0,1.17,6.0,-1.75,12.0,17.0,1.17,1.2,1.16,1.17,11.0,5.5,1.71,5.5,1.9,2.0,13.0,1.9,17.0,2.1,1.17,4.45,-1.75,15.0,1.7,Chelsea_West Brom_2004,29,29,2005-03-15,2004,11,36
287,3.2,3.25,2.3,2.8,3.15,-0.5,2.45,3.2,1.8,1.75,2.4,3.25,-0.25,2.8,2.8,2.2,2.37,2.2,2.2,2.9,3.2,2.05,3.0,2.04,1.65,2.87,2.15,3.0,1.66,2.4,1.5,-0.25,2.65,2.15,Charlton_Tottenham_2004,29,29,2005-03-16,2004,10,34
288,3.6,3.5,1.57,5.0,4.0,-0.5,1.4,3.3,1.88,1.925,1.57,3.6,-1.0,5.5,6.0,1.55,1.57,1.57,1.62,4.8,3.25,2.05,3.5,1.96,1.65,6.5,1.975,6.0,1.66,1.57,2.25,-1.0,7.25,2.15,Liverpool_Blackburn_2004,29,29,2005-03-16,2004,20,3
289,3.25,3.3,1.83,4.0,3.2,-0.5,1.85,3.2,1.94,2.05,1.87,3.25,-0.5,3.75,4.25,1.85,1.83,1.83,1.8,3.6,3.2,2.05,3.1,1.9,1.65,4.33,1.85,4.33,1.75,1.87,1.83,-0.5,4.0,2.05,Tottenham_Man City_2004,30,30,2005-03-19,2004,34,21
290,3.2,3.2,2.7,2.38,3.2,0.0,2.5,3.1,1.76,1.825,2.65,3.2,0.0,2.37,2.55,2.5,2.75,2.62,2.6,2.5,3.2,2.0,3.0,2.08,1.71,2.5,2.075,2.5,1.8,2.05,1.77,0.0,2.6,2.0,Portsmouth_Newcastle_2004,30,29,2005-03-19,2004,26,24
291,5.2,5.0,1.25,11.0,5.5,-1.5,1.2,5.0,1.96,1.975,1.25,5.3,-1.5,9.5,11.0,1.25,1.25,1.22,1.2,9.0,5.0,1.65,4.5,1.88,2.05,13.0,1.925,11.0,2.1,1.9,1.9,-1.5,12.0,1.7,Man United_Fulham_2004,30,29,2005-03-19,2004,22,15
292,3.6,3.6,1.57,5.5,3.4,-0.75,1.6,3.3,2.08,2.1,1.62,3.5,-0.75,5.5,5.75,1.55,1.57,1.57,1.53,4.8,3.5,2.0,3.5,1.76,1.71,6.0,1.8,6.0,1.8,1.75,2.08,-0.75,5.5,2.0,Bolton_Norwich_2004,30,30,2005-03-19,2004,5,25
293,3.4,3.4,1.67,4.5,3.4,-0.75,1.6,3.5,1.92,1.975,1.67,3.45,-0.75,5.0,5.25,1.6,1.66,1.57,1.67,4.6,3.25,1.9,3.4,1.92,1.79,5.5,1.925,5.5,1.8,1.9,1.9,-0.75,5.5,2.0,Charlton_West Brom_2004,30,30,2005-03-19,2004,10,36
294,3.4,3.4,4.33,1.67,3.4,0.5,5.0,3.4,2.06,2.125,4.5,3.33,0.75,1.6,1.8,4.0,4.5,4.8,5.0,1.75,3.2,1.95,3.2,1.78,1.75,1.8,1.775,1.8,1.66,1.91,1.8,0.75,1.65,2.15,Blackburn_Arsenal_2004,30,30,2005-03-19,2004,3,0
295,5.5,6.0,1.2,11.0,5.5,-1.75,1.18,5.5,1.84,1.9,1.2,5.5,-1.75,12.0,15.0,1.2,1.2,1.16,1.2,10.0,5.0,1.75,5.0,2.0,1.95,13.0,2.0,15.0,2.1,2.0,1.8,-1.75,14.0,1.7,Chelsea_Crystal Palace_2004,30,30,2005-03-19,2004,11,12
296,3.2,3.1,2.3,2.75,3.0,-0.25,2.3,3.0,1.9,1.95,2.35,3.1,-0.25,2.87,3.0,2.3,2.3,2.25,2.38,2.7,3.0,2.05,3.0,1.94,1.65,3.1,1.95,3.0,1.65,1.9,1.9,-0.25,3.0,2.2,Birmingham_Aston Villa_2004,30,30,2005-03-20,2004,2,1
297,3.25,3.1,1.91,4.0,3.2,-0.5,1.8,3.0,1.94,2.0,1.91,3.25,-0.5,4.0,4.0,1.9,1.9,1.83,1.8,3.5,3.2,2.15,3.1,1.9,1.6,4.33,1.9,4.0,1.6,1.91,1.79,-0.5,4.3,2.3,Liverpool_Everton_2004,30,30,2005-03-20,2004,20,14
298,3.4,3.4,1.75,4.33,3.25,-0.5,1.75,3.0,1.7,1.75,1.87,3.25,-0.75,4.2,4.25,1.8,1.8,1.8,1.73,3.8,3.2,1.95,3.1,2.14,1.75,4.5,2.15,4.6,1.7,1.87,1.84,-0.75,4.5,2.1,Middlesbrough_Southampton_2004,30,30,2005-03-20,2004,23,30
299,5.0,5.0,1.29,10.0,4.5,-1.5,1.3,5.0,1.9,1.975,1.27,5.0,-1.5,9.5,10.0,1.27,1.28,1.22,1.22,8.5,5.0,1.79,4.3,1.94,1.9,10.0,1.925,10.0,1.95,1.9,1.9,-1.5,9.0,1.85,Man United_Blackburn_2004,31,31,2005-04-02,2004,22,3
300,3.6,3.5,6.5,1.5,3.5,1.0,6.6,3.4,1.8,2.2,6.5,3.5,1.0,1.5,1.57,4.4,6.5,6.0,6.0,1.65,3.4,2.05,3.3,2.04,1.65,1.57,1.7,1.53,1.7,1.75,2.05,0.75,1.5,2.1,Southampton_Chelsea_2004,31,31,2005-04-02,2004,30,11
301,3.4,3.25,1.75,4.33,3.2,-0.5,1.7,3.25,1.92,1.875,1.83,3.3,-0.5,4.2,4.33,1.8,1.83,1.72,1.73,3.8,3.2,2.05,3.1,1.92,1.65,4.5,2.025,4.6,1.65,1.83,1.87,-0.5,5.0,2.2,Liverpool_Bolton_2004,31,31,2005-04-02,2004,20,5
302,3.4,3.4,1.73,4.33,3.4,-0.75,1.65,3.3,1.94,1.95,1.7,3.3,-0.75,4.5,5.1,1.7,1.72,1.66,1.73,4.2,3.2,1.95,3.2,1.9,1.75,5.0,1.95,4.75,1.8,1.9,1.9,-0.75,5.0,2.0,Newcastle_Aston Villa_2004,30,31,2005-04-02,2004,24,1
303,3.3,3.2,2.0,3.75,3.2,-0.75,1.95,3.2,2.02,2.1,2.05,3.25,-0.25,3.2,3.5,1.9,2.0,2.0,1.8,3.5,3.25,2.0,3.1,1.82,1.71,3.75,1.8,3.6,1.7,1.8,2.0,-0.25,3.6,2.1,Charlton_Man City_2004,31,31,2005-04-02,2004,10,21
304,3.2,3.2,2.38,2.8,3.1,0.0,2.3,3.2,1.76,2.175,2.33,3.2,0.0,2.8,2.9,2.3,2.37,2.2,2.2,2.7,3.2,2.05,3.0,2.08,1.65,2.9,1.725,2.88,1.61,1.75,2.05,-0.25,2.9,2.25,Birmingham_Tottenham_2004,31,31,2005-04-02,2004,2,34
305,6.0,6.0,1.2,12.0,5.5,-1.75,1.2,5.5,1.98,2.0,1.2,5.75,-1.75,12.0,13.0,1.2,1.2,1.16,1.14,10.0,6.0,1.55,5.0,1.86,2.25,13.0,1.9,13.0,2.15,1.85,1.95,-1.75,12.0,1.66,Arsenal_Norwich_2004,31,31,2005-04-02,2004,0,25
306,3.25,3.2,2.4,2.8,3.2,0.0,2.4,3.1,2.08,2.1,2.4,3.2,0.0,2.62,2.85,2.3,2.37,2.37,2.2,2.7,3.2,2.0,3.0,1.76,1.71,2.9,1.8,2.8,1.66,1.8,2.0,0.0,2.7,2.15,Crystal Palace_Middlesbrough_2004,31,31,2005-04-02,2004,12,23
307,3.3,3.25,2.0,3.0,3.25,-0.25,1.9,3.1,2.06,1.8,2.05,3.25,-0.5,3.5,3.5,1.9,2.1,1.95,2.1,3.5,3.2,2.0,3.1,1.78,1.71,3.4,2.1,3.6,1.66,1.8,2.0,-0.25,3.75,2.15,Fulham_Portsmouth_2004,30,31,2005-04-03,2004,15,26
308,3.2,3.2,2.88,2.38,3.2,0.25,3.0,3.1,1.74,2.125,2.9,3.1,0.25,2.37,2.4,2.6,2.75,2.62,2.6,2.4,3.2,2.05,3.0,2.1,1.65,2.5,1.775,2.38,1.65,1.8,2.0,0.0,2.2,2.2,West Brom_Everton_2004,31,31,2005-04-03,2004,36,14
309,3.25,3.2,1.95,3.2,3.1,-0.5,1.95,3.1,1.8,1.85,2.0,3.2,-0.5,3.5,3.5,1.9,2.1,1.95,2.0,3.5,3.2,2.05,3.1,2.04,1.65,3.5,2.05,3.8,1.7,2.0,1.67,-0.5,3.75,2.1,Blackburn_Southampton_2004,32,32,2005-04-09,2004,3,30
310,3.4,3.4,1.73,4.5,3.4,-0.5,1.65,3.25,2.04,2.1,1.75,3.3,-0.5,4.2,4.5,1.75,1.72,1.72,1.67,4.0,3.25,2.05,3.2,1.8,1.65,5.0,1.8,4.75,1.66,1.75,1.9,-0.5,5.0,2.15,Bolton_Fulham_2004,32,31,2005-04-09,2004,5,15
311,5.5,5.5,1.22,11.0,5.5,-1.5,1.2,4.5,1.84,1.85,1.25,5.0,-1.5,10.0,10.0,1.27,1.25,1.25,1.2,8.5,5.0,1.9,4.3,2.0,1.79,11.0,2.05,12.0,1.8,1.95,1.85,-1.5,12.0,2.0,Chelsea_Birmingham_2004,32,32,2005-04-09,2004,11,2
312,3.25,3.2,2.8,2.5,3.2,0.0,2.9,3.1,1.82,1.85,2.85,3.2,0.0,2.37,2.3,2.5,2.87,2.62,2.5,2.5,3.2,2.05,3.0,2.02,1.65,2.4,2.05,2.4,1.65,2.0,1.8,0.0,2.25,2.2,Man City_Liverpool_2004,32,32,2005-04-09,2004,21,20
313,3.4,3.1,4.75,1.73,3.4,0.75,5.0,3.3,1.88,1.95,4.7,3.3,0.75,1.61,1.72,4.0,5.0,5.0,4.33,1.75,3.2,1.85,3.2,1.96,1.85,1.8,1.95,1.73,1.9,1.9,1.9,0.75,1.65,1.9,Middlesbrough_Arsenal_2004,32,32,2005-04-09,2004,23,0
314,4.0,4.0,7.5,1.4,3.75,1.25,7.0,3.75,1.84,1.925,7.5,3.8,1.25,1.4,1.44,5.4,7.5,7.0,7.0,1.45,3.75,1.75,3.8,2.0,1.95,1.44,1.975,1.44,2.0,1.95,1.85,1.25,1.45,1.8,Norwich_Man United_2004,32,32,2005-04-09,2004,25,22
